525
214.39,583.129
211.216,585.879
208.042,588.63
204.868,591.381
201.694,594.131
198.521,596.882
195.347,599.633
192.173,602.384
188.999,605.134
185.825,607.885
182.651,610.636
179.477,613.386
176.303,616.137
173.129,618.888
169.955,621.639
166.782,624.389
163.608,627.14
160.434,629.891
157.26,632.641
154.086,635.392
150.912,638.143
147.738,640.894
144.564,643.644
141.39,646.395
138.216,649.146
135.042,651.896
131.869,654.647
128.695,657.398
125.521,660.149
122.347,662.899
119.173,665.65
115.999,668.401
112.825,671.151
109.651,673.902
106.477,676.653
103.303,679.404
100.13,682.154
96.9557,684.905
93.7817,687.656
90.6078,690.406
87.434,693.157
84.2601,695.908
81.0861,698.659
77.9122,701.409
74.7383,704.16
71.5644,706.911
68.3905,709.662
65.2166,712.412
62.0427,715.163
58.8688,717.914
55.6949,720.664
52.521,723.415
49.3471,726.166
46.1732,728.917
42.9993,731.667
39.8254,734.418
36.6515,737.169
33.4776,739.919
30.3037,742.67
27.1298,745.421
23.9559,748.172
20.782,750.922
17.6081,753.673
14.4342,756.424
11.2603,759.174
8.08636,761.925
4.34564,760.173
0.589035,759.705
-2.16191,762.295
-2.68286,766.463
-2.48038,770.559
0.343536,770.698
4.015,768.658
7.11105,766.223
7.70503,762.065
5.90219,759.738
1.73466,759.217
-1.29944,761.079
-3.52541,764.641
-4.27058,768.216
-2.10973,771.817
1.96231,772.44
6.13657,772.904
6.66853,769.685
6.25063,765.506
4.38353,762.538
0.345184,761.384
-3.18713,762.75
-5.87033,765.583
-4.95923,769.683
-4.04813,773.783
-0.0288391,773.766
4.16386,773.52
8.35657,773.273
12.5493,773.026
13.6705,769.312
14.4218,765.18
14.0817,761.694
10.0972,760.366
6.11281,759.038
2.45665,761.025
-1,763.219
0.36412,766.39
4.40247,767.544
5.98668,765.462
5.96463,761.262
5.94258,757.062
5.92053,752.862
5.89848,748.662
5.87643,744.462
5.8544,740.262
5.83235,736.062
5.8103,731.862
5.78825,727.663
5.7662,723.463
5.74416,719.263
5.72212,715.063
5.70007,710.863
5.67802,706.663
5.65598,702.463
5.63393,698.263
5.61188,694.063
5.58983,689.864
5.56779,685.664
5.54575,681.464
5.5237,677.264
5.50165,673.064
5.4796,668.864
5.45755,664.664
5.4355,660.464
5.41347,656.264
5.39142,652.064
5.36937,647.865
5.34732,643.665
5.32527,639.465
5.30322,635.265
5.28117,631.065
5.25914,626.865
5.23709,622.665
5.21504,618.465
5.19299,614.265
5.17094,610.066
5.1489,605.866
5.12686,601.666
5.10481,597.466
5.08276,593.266
5.06071,589.066
5.03867,584.866
5.01662,580.666
4.99457,576.466
4.97253,572.266
4.95049,568.067
4.92844,563.867
4.90639,559.667
4.88434,555.467
4.86229,551.267
4.84024,547.067
4.81821,542.867
4.79616,538.667
4.77411,534.467
4.75206,530.268
4.73001,526.068
4.70796,521.868
4.68591,517.668
4.66388,513.468
4.64183,509.268
4.61978,505.068
4.59773,500.868
4.57568,496.668
4.55363,492.469
4.5316,488.269
4.50955,484.069
4.4875,479.869
4.46545,475.669
4.44341,471.469
4.42136,467.269
4.39931,463.069
4.37727,458.869
4.35522,454.669
4.33318,450.47
4.31113,446.27
4.28908,442.07
4.26703,437.87
4.24498,433.67
4.22295,429.47
4.2009,425.27
4.17885,421.07
4.1568,416.87
4.13475,412.671
4.1127,408.471
4.09067,404.271
4.06862,400.071
4.04657,395.871
4.02452,391.671
4.00247,387.471
3.98042,383.271
3.95837,379.071
3.93634,374.872
3.91429,370.672
3.89224,366.472
3.87019,362.272
3.84814,358.072
3.8261,353.872
3.80405,349.672
3.78201,345.472
3.75996,341.272
3.73792,337.072
3.71587,332.873
3.69382,328.673
3.67177,324.473
3.64972,320.273
3.62769,316.073
3.60564,311.873
3.58359,307.673
3.56154,303.473
3.53949,299.273
3.51744,295.073
3.49541,290.874
3.47336,286.674
3.45131,282.474
3.42926,278.274
3.40721,274.074
3.38516,269.874
3.36311,265.674
3.34108,261.474
3.31903,257.275
3.29698,253.075
3.27493,248.875
3.25288,244.675
3.23083,240.475
3.20879,236.275
3.18675,232.075
3.1647,227.875
3.14265,223.675
3.12061,219.475
3.09856,215.276
3.07651,211.076
3.05446,206.876
3.03242,202.676
3.01038,198.476
2.98833,194.276
2.96628,190.076
2.94423,185.876
2.92218,181.676
2.90015,177.477
2.8781,173.277
2.85605,169.077
2.834,164.877
2.81195,160.677
2.7899,156.477
2.76785,152.277
2.74582,148.077
2.72377,143.877
2.70172,139.677
2.67967,135.478
2.65762,131.278
2.63557,127.078
2.61353,122.878
2.59149,118.678
2.56944,114.478
2.54739,110.278
2.52534,106.078
2.5033,101.878
2.48125,97.6785
2.4592,93.4787
2.43716,89.2787
2.41512,85.0789
2.39307,80.879
2.37102,76.6791
2.34897,72.4792
2.32692,68.2793
2.30489,64.0794
2.28284,59.8795
2.26079,55.6796
2.23874,51.4797
2.21669,47.2798
2.19464,43.08
2.17259,38.88
2.15056,34.6802
2.12851,30.4802
2.10646,26.2804
2.08441,22.0804
2.06236,17.8806
2.04031,13.6807
2.01826,9.48077
2,5.28088
2.35481,1.09702
2.73506,-3.08566
1.81754,-6.47299
-2.07191,-7.94864
-5.48956,-5.50745
-8.9072,-3.06628
-9.40657,1.06567
-9.82448,5.24478
-7.68909,7.77029
-3.70467,9.09845
0.335434,9.80923
4.49318,9.21527
6,6.32214
6,2.12219
4.3378,-1.24664
0.80365,-2.55136
-3.12889,-1.07666
-5.88719,1.12805
-5.46928,5.30716
-5.05138,9.48627
-1.32726,10.2825
2.86032,10.6046
7.0479,10.9268
9.34279,8.04587
11.0807,4.22238
12.8187,0.398865
9.71156,-1.8269
6.04015,-3.86658
2.30118,-4.22781
-1.52232,-2.48987
-5.34581,-0.751892
-7,2.38293
-7,6.58301
-7,10.783
-6.02197,14.0978
-1.84286,14.5157
2.33624,14.9336
3.69287,11.5356
4.51656,7.41727
5.34023,3.29886
5.29134,-0.442902
1.72978,-2.66888
-1.83177,-4.89487
-5.07401,-2.43832
-8.30051,0.250427
-11.527,2.93915
-13.2227,5.59796
-9.89368,8.15869
-6.5647,10.7195
-3.23572,13.2802
0.14772,14.2349
3.6423,11.9051
7.13687,9.57541
10.6314,7.2457
10.6599,3.25836
10.2796,-0.924347
10.8621,-4.70169
14.1194,-7.35303
17.3767,-10.0043
20.6341,-12.6556
23.8914,-15.3069
27.1487,-17.9583
30.406,-20.6096
33.6633,-23.2609
36.9207,-25.9122
40.178,-28.5635
43.4353,-31.2148
46.6926,-33.8661
49.95,-36.5174
